x,float_direct,float_expanded,double_direct,double_expanded,quad_direct,quad_expanded
0.990000000000000000009,-9.99993291e-15,0,-1.0000000000000063e-14,-1.4210854715202004e-14,-9.99999999999999993928467834081175163e-15,-9.99999999999999993580779905826617177e-15
0.990005000000000000022,-9.96493774e-15,4.76837158e-07,-9.9650524562717014e-15,-1.0658141036401503e-14,-9.96505245627186828653376297396199839e-15,-9.96505245627186829282597216425978635e-15
0.990010000000000000035,-9.9300493e-15,-2.86102295e-06,-9.9302096503501692e-15,-7.9936057773011271e-15,-9.93020965034978982713379647545636032e-15,-9.93020965034978982742376413802569267e-15
0.990014999999999999994,-9.89567671e-15,-4.76837158e-07,-9.8954713205204293e-15,-7.9936057773011271e-15,-9.89547132052028115263493379725719139e-15,-9.89547132052028115462858211885737852e-15
0.990020000000000000007,-9.86099664e-15,-1.43051147e-06,-9.8608372055932092e-15,-1.2434497875801753e-14,-9.8608372055932844308476839270884938e-15,-9.86083720559328443196790298269904748e-15
0.99002500000000000002,-9.82641906e-15,2.86102295e-06,-9.8263070449010806e-15,-8.8817841970012523e-15,-9.82630704490138413307852232269503156e-15,-9.82630704490138413460544158514720763e-15
0.990030000000000000033,-9.79194397e-15,3.81469727e-06,-9.7918805782992577e-15,-9.7699626167013776e-15,-9.79188057829902078022180963046221058e-15,-9.79188057829902077980428709507066891e-15
0.990034999999999999992,-9.75757391e-15,-1.43051147e-06,-9.7575575461617172e-15,-9.7699626167013776e-15,-9.75755754616170773121193957169291289e-15,-9.75755754616170772671497452576875075e-15
0.990040000000000000005,-9.72330804e-15,1.43051147e-06,-9.7233376893850328e-15,-1.0658141036401503e-14,-9.72333768938524652083350171229795666e-15,-9.723337689385246518619774353869396e-15
0.990045000000000000018,-9.68914466e-15,1.90734863e-06,-9.6892207493852698e-15,-1.1546319456101628e-14,-9.68922074938494670285342821306517251e-15,-9.68922074938494670566040476069277347e-15
0.990050000000000000031,-9.65508462e-15,-9.53674316e-07,-9.6552064680949419e-15,-7.9936057773011271e-15,-9.655206468094842755472345894026444e-15,-9.65520646809484275555966796011427067e-15
0.99005499999999999999,-9.62112792e-15,-4.76837158e-07,-9.6212945879667912e-15,-1.1546319456101628e-14,-9.62129458796691400057878964985590555e-15,-9.62129458796691400269016679173076829e-15
0.990060000000000000003,-9.58767435e-15,-1.90734863e-06,-9.5874848519699561e-15,-1.1546319456101628e-14,-9.58748485197030309756653447526671117e-15,-9.58748485197030309337692073647316058e-15
0.990065000000000000017,-9.55392178e-15,-1.43051147e-06,-9.5537770035907207e-15,-8.8817841970012523e-15,-9.5537770035905389963329618263342794e-15,-9.55377700359053899796506606323253061e-15
0.99007000000000000003,-9.52026832e-15,-2.38418579e-06,-9.5201707868287201e-15,-9.7699626167013776e-15,-9.52017078682875699560996460065047444e-15,-9.52017078682875699994791526528093046e-15
0.990074999999999999989,-9.48671734e-15,1.90734863e-06,-9.4866659462006659e-15,-9.7699626167013776e-15,-9.48666594620092178680976187349878443e-15,-9.48666594620092178815334289340656789e-15
0.990080000000000000002,-9.45326801e-15,9.53674316e-07,-9.4532622267373167e-15,-1.4210854715202004e-14,-9.45326222673704909737113825500011483e-15,-9.45326222673704910063085320984763157e-15
0.990085000000000000015,-9.41992032e-15,-4.76837158e-07,-9.4199593739804788e-15,-1.0658141036401503e-14,-9.41995937398043174759155715016555258e-15,-9.41995937398043175041445731206512908e-15
0.990090000000000000028,-9.38667343e-15,-1.43051147e-06,-9.3867571339866948e-15,-1.5099033134902129e-14,-9.3867571339868628553591774384417045e-15,-9.38675713398686285637601496175905505e-15
0.990094999999999999987,-9.35352734e-15,9.53674316e-07,-9.3536552533242116e-15,-1.2434497875801753e-14,-9.35365525332386199837908814794346464e-15,-9.35365525332386200149209188248305584e-15
0.9901,-9.32048204e-15,-1.90734863e-06,-9.320653479070033e-15,-1.2434497875801753e-14,-9.32065347906990000057162270106622157e-15,-9.32065347906990000135976918742970282e-15
0.990105000000000000013,-9.28792548e-15,0,-9.2877515588135406e-15,-5.3290705182007514e-15,-9.28775155881362808670360133075919821e-15,-9.28775155881362808540314138725055196e-15
0.990110000000000000026,-9.25508009e-15,9.53674316e-07,-9.254949240652808e-15,-8.8817841970012523e-15,-9.2549492406531042270444488029990125e-15,-9.25494924065310422462200879374756373e-15
0.990114999999999999985,-9.2223321e-15,3.33786011e-06,-9.2222462731952387e-15,-1.0658141036401503e-14,-9.22224627319502241176095478902840523e-15,-9.2222462731950224114059886803196384e-15
0.990119999999999999998,-9.18968406e-15,4.76837158e-07,-9.1896424055539385e-15,0,-9.18964240555394057389225142229334795e-15,-9.18964240555394058041245768277553359e-15
0.990125000000000000011,-9.15713343e-15,9.53674316e-07,-9.1571373873512985e-15,-7.1054273576010019e-15,-9.15713738735151283574343502329837542e-15,-9.15713738735151283428310589449636038e-15
0.990130000000000000024,-9.1246836e-15,1.90734863e-06,-9.1247309687160122e-15,-1.1546319456101628e-14,-9.12473096871571898699019614960515554e-15,-9.12473096871571898230303255252661742e-15
0.990134999999999999983,-9.09233287e-15,-1.43051147e-06,-9.0924229002801764e-15,-8.8817841970012523e-15,-9.09242290028009686502950286837678782e-15,-9.09242290028009685856193746332400803e-15
0.990139999999999999996,-9.06007955e-15,-2.38418579e-06,-9.0602129331828431e-15,-5.3290705182007514e-15,-9.06021293318297340805724233378517657e-15,-9.06021293318297341060163593169788881e-15
0.99014500000000000001,-9.02792279e-15,0,-9.028100819066361e-15,-5.3290705182007514e-15,-9.02810081906669998718535274070931312e-15,-9.0281008190666999819686205873925118e-15
0.990150000000000000023,-8.99624715e-15,4.76837158e-07,-8.9960863100770485e-15,-9.7699626167013776e-15,-8.99608631007688501152079034372993368e-15,-8.99608631007688501247975377726443488e-15
0.990154999999999999982,-8.96428521e-15,9.53674316e-07,-8.964169158861583e-15,-6.2172489379008766e-15,-8.96416915886162940825882855698962852e-15,-8.96416915886162941630095463347266226e-15
0.990159999999999999995,-8.93242152e-15,1.90734863e-06,-8.9323491185705062e-15,-7.1054273576010019e-15,-8.93234911857076079939076800225744581e-15,-8.93234911857076079830494368728811844e-15
0.990165000000000000008,-8.90065779e-15,9.53674316e-07,-8.9006259428553132e-15,-1.1546319456101628e-14,-8.90062594285507191350360320073960338e-15,-8.90062594285507191055635304584157618e-15
0.990170000000000000021,-8.86898807e-15,-4.76837158e-07,-8.8689993858655891e-15,-7.9936057773011271e-15,-8.86899938586555631136055600984817289e-15,-8.86899938586555632005027709615406933e-15
0.990175000000000000034,-8.83741322e-15,-3.81469727e-06,-8.8374692022524753e-15,-1.1546319456101628e-14,-8.83746920225264661819360352573061485e-15,-8.83746920225264661559686188929905428e-15
0.990179999999999999993,-8.80593748e-15,9.53674316e-07,-8.8060351471657741e-15,-8.8817841970012523e-15,-8.80603514716545352421695598970009328e-15,-8.8060351471654535206633403643203167e-15
0.990185000000000000006,-8.77455745e-15,3.81469727e-06,-8.774696976251117e-15,-1.6875389974302379e-14,-8.77469697625100385677238967135859051e-15,-8.77469697625100385682107676184752117e-15
0.990190000000000000019,-8.74327144e-15,4.76837158e-07,-8.7434544456533927e-15,-6.2172489379008766e-15,-8.74345444565348283323377187857641296e-15,-8.74345444565348283668312602021795849e-15
