2018.500000 1652.424805
2018.525000 1642.844405
2018.550000 1633.240266
2018.575000 1623.621584
2018.600000 1613.997158
2018.625000 1604.375400
2018.650000 1594.764341
2018.675000 1585.171645
2018.700000 1575.604611
2018.725000 1566.070185
2018.750000 1556.574966
2018.775000 1547.125218
2018.800000 1537.726874
2018.825000 1528.385543
2018.850000 1519.106524
2018.875000 1509.894807
2018.900000 1500.755086
2018.925000 1491.691763
2018.950000 1482.708957
2018.975000 1473.810511
2019.000000 1465.000000
2019.025000 1456.280739
2019.050000 1447.655788
2019.075000 1439.127962
2019.100000 1430.699834
2019.125000 1422.373746
2019.150000 1414.151815
2019.175000 1406.035938
2019.200000 1398.027802
2019.225000 1390.128885
2019.250000 1382.340469
2019.275000 1374.663645
2019.300000 1367.099314
2019.325000 1359.648202
2019.350000 1352.310859
2019.375000 1345.087669
2019.400000 1337.978854
2019.425000 1330.984484
2019.450000 1324.104478
2019.475000 1317.338611
2019.500000 1310.686523
2019.525000 1304.147723
2019.550000 1297.721590
2019.575000 1291.407388
2019.600000 1285.204262
2019.625000 1279.111251
2019.650000 1273.127287
2019.675000 1267.251205
2019.700000 1261.481745
2019.725000 1255.817560
2019.750000 1250.257217
2019.775000 1244.799207
2019.800000 1239.441946
2019.825000 1234.183779
2019.850000 1229.022989
2019.875000 1223.957799
2019.900000 1218.986376
2019.925000 1214.106835
2019.950000 1209.317247
2019.975000 1204.615639
2020.000000 1200.000000
2020.025000 1195.468286
2020.050000 1191.018421
2020.075000 1186.648307
2020.100000 1182.355819
2020.125000 1178.138818
2020.150000 1173.995148
2020.175000 1169.922643
2020.200000 1165.919130
2020.225000 1161.982430
2020.250000 1158.110367
2020.275000 1154.300765
2020.300000 1150.551455
2020.325000 1146.860278
2020.350000 1143.225087
2020.375000 1139.643749
2020.400000 1136.114150
2020.425000 1132.634200
2020.450000 1129.201827
2020.475000 1125.814992
2020.500000 1122.471680
2020.525000 1119.169910
2020.550000 1115.907735
2020.575000 1112.683244
2020.600000 1109.494566
2020.625000 1106.339870
2020.650000 1103.217367
2020.675000 1100.125314
2020.700000 1097.062017
2020.725000 1094.025828
2020.750000 1091.015152
2020.775000 1088.028445
2020.800000 1085.064218
2020.825000 1082.121037
2020.850000 1079.197526
2020.875000 1076.292367
2020.900000 1073.404303
2020.925000 1070.532137
