x,direct_f,expand_f,horner_f,direct_d,expand_d,horner_d,direct_q,expand_q,horner_q
0.70909999999999995,4.33947389e-06,1.43051147e-06,4.76837158e-06,4.3394752174132326e-06,4.3394752164971351e-06,4.339475221604161e-06,4.33947521741323180454789726126062844e-06,4.33947521741323180454789726057303772e-06,4.33947521741323180454789726172859568e-06
0.70919999999999994,4.32457682e-06,4.76837158e-06,3.69548798e-06,4.3245808601363872e-06,4.3245808560854471e-06,4.3245808639680305e-06,4.32458086013638692541711769670514294e-06,4.32458086013638692541711769602197721e-06,4.32458086013638692541711769428864026e-06
0.70929999999999993,4.30973614e-06,4.29153442e-06,1.43051147e-06,4.3097325283014047e-06,4.30973252552036e-06,4.3097325278518284e-06,4.30973252830140492078876498560274539e-06,4.30973252830140492078876499302087441e-06,4.30973252830140492078876498618382311e-06
0.70939999999999992,4.29493048e-06,3.81469727e-06,3.87430191e-06,4.2949300954431454e-06,4.294930091575111e-06,4.2949300982364491e-06,4.29493009544314555279919187928312464e-06,4.29493009544314555279919187341043862e-06,4.29493009544314555279919188679565173e-06
0.70949999999999991,4.28017074e-06,6.67572021e-06,5.66244125e-06,4.2801734354006284e-06,4.280173442339219e-06,4.2801734330133456e-06,4.28017343540062780234456764088847453e-06,4.28017343540062780234456764237184555e-06,4.28017343540062780234456763938665413e-06
0.70960000000000001,4.26546603e-06,2.86102295e-06,5.54323196e-06,4.2654624223163858e-06,4.2654624188287471e-06,4.265462419161814e-06,4.26546242231638632202501341505673769e-06,4.26546242231638632202501341505436246e-06,4.26546242231638632202501341871362935e-06
0.7097,4.25079861e-06,1.14440918e-05,1.31130219e-06,4.2507969306359097e-06,4.2507969357785669e-06,4.2507969324478978e-06,4.25079693063591055390901359787834943e-06,4.2507969306359105539090136010998997e-06,4.25079693063591055390901359252951144e-06
0.70979999999999999,4.23617621e-06,3.33786011e-06,3.21865082e-06,4.2361768351069211e-06,4.2361768342047412e-06,4.2361768370913211e-06,4.23617683510692164995739695797612816e-06,4.23617683510692164995739695486802485e-06,4.23617683510692164995739695977914621e-06
0.70989999999999998,4.22159883e-06,6.67572021e-06,4.47034836e-06,4.2216020107788136e-06,4.2216020119667519e-06,4.2216020135210641e-06,4.22160201077881384312975886529411454e-06,4.22160201077881384312975887047770374e-06,4.22160201077881384312975886190731549e-06
0.70999999999999996,4.20707602e-06,2.38418579e-06,7.21216202e-06,4.2070723330020145e-06,4.2070723313969438e-06,4.2070723271780963e-06,4.20707233300201515397359488254664859e-06,4.20707233300201515397359488465504318e-06,4.20707233300201515397359487993651481e-06
0.71009999999999995,4.19258822e-06,3.81469727e-06,2.44379044e-06,4.1925876774273658e-06,4.1925876814730145e-06,4.1925876794746131e-06,4.1925876774273655273971684861442068e-06,4.19258767742736552739716848675692148e-06,4.19258767742736552739716848916433391e-06
0.71019999999999994,4.17814636e-06,2.86102295e-06,7.21216202e-06,4.1781479200054964e-06,4.1781479191982385e-06,4.1781479221958406e-06,4.17814792000549604032744237776302028e-06,4.17814792000549604032744238123967193e-06,4.17814792000549604032744238162485792e-06
0.71029999999999993,4.1637486e-06,2.38418579e-06,5.96046448e-06,4.1637529369862092e-06,4.16375293532667e-06,4.1637529374360938e-06,4.16375293698620917877726327281912866e-06,4.16375293698620917877726326628148091e-06,4.16375293698620917877726327648890962e-06
